country1,country2,p_dist
France,Libya,0.016786273497133453
Hungary,Libya,0.019432933233950914
Ireland,Libya,0.01217290095462301
Italy,Libya,0.02411929103085964
Libya,Libya,0.2732149817799574
Macedonia,Libya,0.026271411784932797
Mozabite,Libya,0.027655687614696427
North_Morocco,Libya,0.010824395142938292
Palestinian,Libya,0.026640734739502417
Peloponnese,Libya,0.035710940599334856
Russia,Libya,0.006416646429616395
Sahara,Libya,0.04471088628488658
Sardinia,Libya,0.025943728608867903
SE_Laconia,Libya,0.004416399827041073
Serbia,Libya,0.022721752283337275
Sicily,Libya,0.03515944011174926
South_Morocco,Libya,0.010824395142938292
Tunisia,Libya,0.03845621270070603
Tuscany,Libya,0.022543664583247396
Yemenite,Libya,0.02513389357792741
Algeria,Macedonia,0.012763443611217947
Basque,Macedonia,0.015368272011217416
Bedouin,Macedonia,0.01602705761957104
Cappadocia,Macedonia,0.0413299301838992
Chuvash,Macedonia,0.012100589790693905
Crete,Macedonia,0.03922384778936162
Denmark,Macedonia,0.016414839545480647
Dodecanese,Macedonia,0.03862214799032947
Druze,Macedonia,0.017494904661976694
Rumelia,Macedonia,0.08564253017133977
Egypt,Macedonia,0.01577932891732442
Finland,Macedonia,0.01198289223707844
France,Macedonia,0.017321247554907448
Hungary,Macedonia,0.045154739199381747
Ireland,Macedonia,0.011399520769891867
Italy,Macedonia,0.03840430003992461
Libya,Macedonia,0.017344042296102664
Macedonia,Macedonia,0.1803729559230698
Mozabite,Macedonia,0.01976019391499655
North_Morocco,Macedonia,0.0073655487979201
Palestinian,Macedonia,0.018281188143847965
Peloponnese,Macedonia,0.06118803645742127
Russia,Macedonia,0.005499243343979508
Sahara,Macedonia,0.01199708484677212
Sardinia,Macedonia,0.026827810664680075
SE_Laconia,Macedonia,0.003162976978578507
Serbia,Macedonia,0.09760711696649481
Sicily,Macedonia,0.0368316683336684
South_Morocco,Macedonia,0.0073655487979201
Tunisia,Macedonia,0.02096875568160693
Tuscany,Macedonia,0.03254122388043144
Yemenite,Macedonia,0.017857012878913534
Algeria,Mozabite,0.03599588718698696
Basque,Mozabite,0.03191328987998043
Bedouin,Mozabite,0.012760821403242915
Cappadocia,Mozabite,0.0417074083296803
Chuvash,Mozabite,0.009680102494681276
Crete,Mozabite,0.021497365717417383
Denmark,Mozabite,0.016880633028294196
Dodecanese,Mozabite,0.018832688796985957
Druze,Mozabite,0.012663462610088376
Rumelia,Mozabite,0.020038317977486647
Egypt,Mozabite,0.014459524644733265
Finland,Mozabite,0.011087314519687507
France,Mozabite,0.03134483191433926
Hungary,Mozabite,0.0222997394706692
Ireland,Mozabite,0.017181647731227736
Italy,Mozabite,0.041038069428003476
Libya,Mozabite,0.022679524873463783
Macedonia,Mozabite,0.024545607257775475
Mozabite,Mozabite,0.22405467046817143
North_Morocco,Mozabite,0.006937507500288602
Palestinian,Mozabite,0.013504091002953467
Peloponnese,Mozabite,0.02481275557502816
Russia,Mozabite,0.005572514301860875
Sahara,Mozabite,0.02193128701543031
Sardinia,Mozabite,0.07744160402557755
SE_Laconia,Mozabite,0.004301864427471218
Serbia,Mozabite,0.02419840315414968
Sicily,Mozabite,0.04878324326960486
South_Morocco,Mozabite,0.006937507500288602
Tunisia,Mozabite,0.08050701294022596
Tuscany,Mozabite,0.04128052334547216
Yemenite,Mozabite,0.013130778208733028
Algeria,North_Morocco,0.009133179853016744
Basque,North_Morocco,0.008671613758299177
Bedouin,North_Morocco,0.020929668753602592
Cappadocia,North_Morocco,0.010921857462195777
Chuvash,North_Morocco,0.013829606093908672
Crete,North_Morocco,0.014358042200983407
Denmark,North_Morocco,0.009566357970970673
Dodecanese,North_Morocco,0.01531383067343138
Druze,North_Morocco,0.021501377592997285
Rumelia,North_Morocco,0.013936916377140807
Egypt,North_Morocco,0.017104808399553372
Finland,North_Morocco,0.01007100329625134
France,North_Morocco,0.009015102660311906
Hungary,North_Morocco,0.011676984100461784
Ireland,North_Morocco,0.007925848757478992
Italy,North_Morocco,0.010774230696642318
Libya,North_Morocco,0.012444420542754062
Macedonia,North_Morocco,0.012826531742378966
Mozabite,North_Morocco,0.009725792865438574
North_Morocco,North_Morocco,0.3141055076937763
Palestinian,North_Morocco,0.019936667519454263
Peloponnese,North_Morocco,0.01342216607142897
Russia,North_Morocco,0.009408832533864575
Sahara,North_Morocco,0.010176129920738531
Sardinia,North_Morocco,0.010215036820910494
SE_Laconia,North_Morocco,0.003932656456541889
Serbia,North_Morocco,0.012250063951141846
Sicily,North_Morocco,0.011298859200010176
South_Morocco,North_Morocco,0.3141055076937763
Tunisia,North_Morocco,0.010364880115207847
Tuscany,North_Morocco,0.010460210473822416
Yemenite,North_Morocco,0.020596307751508773
Algeria,Palestinian,0.008668236294396264
Basque,Palestinian,0.007703733358250815
Bedouin,Palestinian,0.10969015802202631
Cappadocia,Palestinian,0.011975865111026817
Chuvash,Palestinian,0.009251564723942543
Crete,Palestinian,0.026182213176270706
Denmark,Palestinian,0.008038291473652193
Dodecanese,Palestinian,0.031143835815993257
Druze,Palestinian,0.09798776359309623
Rumelia,Palestinian,0.019334756378080895
Egypt,Palestinian,0.03487300048679489
Finland,Palestinian,0.007351445038767104
France,Palestinian,0.008142866660944808
Hungary,Palestinian,0.012239733358674959
Ireland,Palestinian,0.00637132465352936
Italy,Palestinian,0.011574328170873985
Libya,Palestinian,0.0159581973317966
Macedonia,Palestinian,0.01658727858762223
Mozabite,Palestinian,0.009864009859095713
North_Morocco,Palestinian,0.010387694237532115
Palestinian,Palestinian,0.1636598478187921
Peloponnese,Palestinian,0.02052778562468918
Russia,Palestinian,0.004673194262958321
Sahara,Palestinian,0.010018816699725151
Sardinia,Palestinian,0.010692947290233814
SE_Laconia,Palestinian,0.002446735547984021
Serbia,Palestinian,0.014236640206115312
Sicily,Palestinian,0.013422051257735117
South_Morocco,Palestinian,0.010387694237532115
Tunisia,Palestinian,0.011247579187509524
Tuscany,Palestinian,0.01084851454016477
Yemenite,Palestinian,0.26451189699419286
Algeria,Peloponnese,0.014548803383909199
Basque,Peloponnese,0.014120887226986284
Bedouin,Peloponnese,0.020405688049435235
Cappadocia,Peloponnese,0.032702441931497114
Chuvash,Peloponnese,0.011011825294069844
Crete,Peloponnese,0.09965531992337133
Denmark,Peloponnese,0.013583099382996825
Dodecanese,Peloponnese,0.06484537262002774
Druze,Peloponnese,0.021270216865698025
Rumelia,Peloponnese,0.0532278225940387
Egypt,Peloponnese,0.02158740581871056
Finland,Peloponnese,0.01045045637325772
France,Peloponnese,0.01536541034943587
Hungary,Peloponnese,0.027122359336078563
Ireland,Peloponnese,0.010409755979186787
Italy,Peloponnese,0.030078603813354338
Libya,Peloponnese,0.02452800498926322
Macedonia,Peloponnese,0.0636591068468809
Mozabite,Peloponnese,0.020781957048284054
North_Morocco,Peloponnese,0.008018857634748192
Palestinian,Peloponnese,0.023537775018518576
Peloponnese,Peloponnese,0.18765729280076912
Russia,Peloponnese,0.0053468595564382165
Sahara,Peloponnese,0.014675598595131836
Sardinia,Peloponnese,0.02545130473535753
SE_Laconia,Peloponnese,0.0031739995412986884
Serbia,Peloponnese,0.03935741258187978
Sicily,Peloponnese,0.0422195669170683
South_Morocco,Peloponnese,0.008018857634748192
Tunisia,Peloponnese,0.024634005387920415
Tuscany,Peloponnese,0.026069292464360006
Yemenite,Peloponnese,0.02248463930527883
Algeria,Russia,0.011321929528783347
Basque,Russia,0.014166103028177725
Bedouin,Russia,0.014539166618300755
Cappadocia,Russia,0.014956224335389486
Chuvash,Russia,0.028967888715614044
Crete,Russia,0.014698818974514534
Denmark,Russia,0.018534014373048077
Dodecanese,Russia,0.01535631061656339
Druze,Russia,0.015601041285852539
Rumelia,Russia,0.01659309468624297
Egypt,Russia,0.013220729641146903
Finland,Russia,0.02529587552724719
France,Russia,0.014768901743295076
Hungary,Russia,0.017276470456342972
Ireland,Russia,0.015294370278716819
Italy,Russia,0.015045156404130863
Libya,Russia,0.012303542589586882
Macedonia,Russia,0.01597195555825381
Mozabite,Russia,0.013029380534660961
North_Morocco,Russia,0.01569230587463704
Palestinian,Russia,0.014958852146061652
Peloponnese,Russia,0.014926566076312637
Russia,Russia,0.5238736778339008
Sahara,Russia,0.010956227798565072
Sardinia,Russia,0.014035950193711687
SE_Laconia,Russia,0.009334867385992528
Serbia,Russia,0.016523493874056647
Sicily,Russia,0.01403401020453704
South_Morocco,Russia,0.01569230587463704
Tunisia,Russia,0.01280406479207063
Tuscany,Russia,0.015062110108959161
Yemenite,Russia,0.015164592940689713
Algeria,Sahara,0.05540712733421922
Basque,Sahara,0.01884666864552523
Bedouin,Sahara,0.019596671736657505
Cappadocia,Sahara,0.02343347143720525
Chuvash,Sahara,0.010804943298160057
Crete,Sahara,0.025521305344337334
Denmark,Sahara,0.01396953111441089
Dodecanese,Sahara,0.02241608783140621
Druze,Sahara,0.01793126254754047
Rumelia,Sahara,0.019774797703202857
Egypt,Sahara,0.025611787069239264
Finland,Sahara,0.01100025286218913
France,Sahara,0.018550385481770095
Hungary,Sahara,0.01787473055895662
Ireland,Sahara,0.01393260224819405
Italy,Sahara,0.022767042998436394
Libya,Sahara,0.05270953793862564
Macedonia,Sahara,0.02142322003653932
Mozabite,Sahara,0.031527574299945356
North_Morocco,Sahara,0.010434881752952286
Palestinian,Sahara,0.01971763071477706
Peloponnese,Sahara,0.025188993730336937
Russia,Sahara,0.006736199119047761
Sahara,Sahara,0.3220923726667323
Sardinia,Sahara,0.02618605108766423
SE_Laconia,Sahara,0.0054083406647662535
Serbia,Sahara,0.019765431909724643
Sicily,Sahara,0.02960536680516103
South_Morocco,Sahara,0.010434881752952286
Tunisia,Sahara,0.04032449938815912
Tuscany,Sahara,0.022006802427318003
Yemenite,Sahara,0.018999547493847083
Algeria,Sardinia,0.02100676266944529
Basque,Sardinia,0.02996796837232993
Bedouin,Sardinia,0.011518903700995195
Cappadocia,Sardinia,0.07361825517002259
Chuvash,Sardinia,0.009339196164381199
Crete,Sardinia,0.020903783061121693
Denmark,Sardinia,0.017572742322103357
Dodecanese,Sardinia,0.01848618411865687
Druze,Sardinia,0.011697557375817487
Rumelia,Sardinia,0.021457752777059087
Egypt,Sardinia,0.012586035399145407
Finland,Sardinia,0.010855129686197089
France,Sardinia,0.03292649855975318
Hungary,Sardinia,0.026426631916076776
Ireland,Sardinia,0.015880543902594708
Italy,Sardinia,0.07331537104866981
Libya,Sardinia,0.01798783464599974
Macedonia,Sardinia,0.02817505772196249
Mozabite,Sardinia,0.06547437218110264
North_Morocco,Sardinia,0.0061604918741770065
Palestinian,Sardinia,0.0123767405564818
Peloponnese,Sardinia,0.025691863644407238
Russia,Sardinia,0.0050753528990244105
Sahara,Sardinia,0.015400704023023667
Sardinia,Sardinia,0.18943097922277255
SE_Laconia,Sardinia,0.003624105535960395
Serbia,Sardinia,0.02895563774420026
Sicily,Sardinia,0.05812985173305665
South_Morocco,Sardinia,0.0061604918741770065
Tunisia,Sardinia,0.04392208756573827
Tuscany,Sardinia,0.07381360202019392
Yemenite,Sardinia,0.012061510513352457
Algeria,SE_Laconia,0.012011498729861245
Basque,SE_Laconia,0.014056934516936388
Bedouin,SE_Laconia,0.009471628266558813
Cappadocia,SE_Laconia,0.012105204598811007
Chuvash,SE_Laconia,0.011163278635407729
Crete,SE_Laconia,0.010598474708804262
Denmark,SE_Laconia,0.013679779242543152
Dodecanese,SE_Laconia,0.010484969751265944
Druze,SE_Laconia,0.009612271353657014
Rumelia,SE_Laconia,0.011031482477198972
Egypt,SE_Laconia,0.009601682331849258
Finland,SE_Laconia,0.0132111458307125
France,SE_Laconia,0.013776037456605883
Hungary,SE_Laconia,0.012019663048531543
Ireland,SE_Laconia,0.015687630539851186
Italy,SE_Laconia,0.01222205229380457
Libya,SE_Laconia,0.010448526209916017
Macedonia,SE_Laconia,0.011334849836793877
Mozabite,SE_Laconia,0.012410631504665327
North_Morocco,SE_Laconia,0.008092852415481175
Palestinian,SE_Laconia,0.00966353560854749
Peloponnese,SE_Laconia,0.010932829504426918
Russia,SE_Laconia,0.011517884983134512
Sahara,SE_Laconia,0.010853623727156255
Sardinia,SE_Laconia,0.012366334633653763
SE_Laconia,SE_Laconia,0.646384840564179
Serbia,SE_Laconia,0.011654196220328414
Sicily,SE_Laconia,0.011641107328024173
South_Morocco,SE_Laconia,0.008092852415481175
Tunisia,SE_Laconia,0.011794139018017966
Tuscany,SE_Laconia,0.012448182409006888
Yemenite,SE_Laconia,0.009629879838787454
Algeria,Serbia,0.012585104367167142
Basque,Serbia,0.01742966796575773
Bedouin,Serbia,0.01440205552713649
Cappadocia,Serbia,0.04682883769061911
Chuvash,Serbia,0.013230849418984713
Crete,Serbia,0.02886742440668684
Denmark,Serbia,0.02033297310854668
Dodecanese,Serbia,0.02906005688299794
Druze,Serbia,0.01578585694557549
Rumelia,Serbia,0.0589239259327263
Egypt,Serbia,0.014023206090887813
Finland,Serbia,0.013911890497664791
France,Serbia,0.02018974032624322
Hungary,Serbia,0.08647841634205665
Ireland,Serbia,0.013021221087251178
Italy,Serbia,0.04539479001899896
Libya,Serbia,0.015475313679861923
Macedonia,Serbia,0.1006959985531027
Mozabite,Serbia,0.02009716772094491
North_Morocco,Serbia,0.0072571308646793425
Palestinian,Serbia,0.016187042865693706
Peloponnese,Serbia,0.039026826977752185
Russia,Serbia,0.005869180369447406
Sahara,Serbia,0.011418998570080363
Sardinia,Serbia,0.028443581538042488
SE_Laconia,Serbia,0.003355006096925496
Serbia,Serbia,0.18608105098404837
Sicily,Serbia,0.03304647923660999
South_Morocco,Serbia,0.0072571308646793425
Tunisia,Serbia,0.020033950872450426
Tuscany,Serbia,0.03935727806604603
Yemenite,Serbia,0.015931846130334267
Algeria,Sicily,0.02103845197243049
Basque,Sicily,0.020357878329392013
Bedouin,Sicily,0.014661696537408342
Cappadocia,Sicily,0.06344343814285898
Chuvash,Sicily,0.009901928864562927
Crete,Sicily,0.032704144477741386
Denmark,Sicily,0.015422603586548218
Dodecanese,Sicily,0.026555901904605866
Druze,Sicily,0.0147487495607825
Rumelia,Sicily,0.028586143234218195
Egypt,Sicily,0.016494813602520524
Finland,Sicily,0.010568595555258445
France,Sicily,0.02201485924155346
Hungary,Sicily,0.02717221683311984
Ireland,Sicily,0.012988968133273066
Italy,Sicily,0.05448045450066257
Libya,Sicily,0.025041148227773473
Macedonia,Sicily,0.039734409867565705
Mozabite,Sicily,0.042367561403052936
North_Morocco,Sicily,0.00699964224726234
Palestinian,Sicily,0.01595855440838056
Peloponnese,Sicily,0.04377892829669824
Russia,Sicily,0.005212811357081836
Sahara,Sicily,0.017885735512608993
Sardinia,Sicily,0.05971246635336841
SE_Laconia,Sicily,0.0035044504952107466
Serbia,Sicily,0.03455730332256101
Sicily,Sicily,0.19458833346194476
South_Morocco,Sicily,0.00699964224726234
Tunisia,Sicily,0.052377924247047375
Tuscany,Sicily,0.04473049401752347
Yemenite,Sicily,0.015409750057720882
Algeria,South_Morocco,0.009133179853016744
Basque,South_Morocco,0.008671613758299177
Bedouin,South_Morocco,0.020929668753602592
Cappadocia,South_Morocco,0.010921857462195777
Chuvash,South_Morocco,0.013829606093908672
Crete,South_Morocco,0.014358042200983407
Denmark,South_Morocco,0.009566357970970673
Dodecanese,South_Morocco,0.01531383067343138
Druze,South_Morocco,0.021501377592997285
Rumelia,South_Morocco,0.013936916377140807
Egypt,South_Morocco,0.017104808399553372
Finland,South_Morocco,0.01007100329625134
France,South_Morocco,0.009015102660311906
Hungary,South_Morocco,0.011676984100461784
Ireland,South_Morocco,0.007925848757478992
Italy,South_Morocco,0.010774230696642318
Libya,South_Morocco,0.012444420542754062
Macedonia,South_Morocco,0.012826531742378966
Mozabite,South_Morocco,0.009725792865438574
North_Morocco,South_Morocco,0.3141055076937763
Palestinian,South_Morocco,0.019936667519454263
Peloponnese,South_Morocco,0.01342216607142897
Russia,South_Morocco,0.009408832533864575
Sahara,South_Morocco,0.010176129920738531
Sardinia,South_Morocco,0.010215036820910494
SE_Laconia,South_Morocco,0.003932656456541889
Serbia,South_Morocco,0.012250063951141846
Sicily,South_Morocco,0.011298859200010176
South_Morocco,South_Morocco,0.3141055076937763
Tunisia,South_Morocco,0.010364880115207847
Tuscany,South_Morocco,0.010460210473822416
Yemenite,South_Morocco,0.020596307751508773
Algeria,Tunisia,0.040934081949448246
Basque,Tunisia,0.023310919424890747
Bedouin,Tunisia,0.014730906844201863
Cappadocia,Tunisia,0.03777458584203138
Chuvash,Tunisia,0.009704345476267506
Crete,Tunisia,0.026222808606471037
Denmark,Tunisia,0.015024228884879656
Dodecanese,Tunisia,0.02198957061691583
Druze,Tunisia,0.014337075128512906
Rumelia,Tunisia,0.021688622954580218
Egypt,Tunisia,0.017462221788929404
Finland,Tunisia,0.010519555357152596
France,Tunisia,0.023481638040639553
Hungary,Tunisia,0.021350300442024305
Ireland,Tunisia,0.014437711504011954
Italy,Tunisia,0.035841537527982525
Libya,Tunisia,0.03188584094470918
Macedonia,Tunisia,0.02633522974762241
Mozabite,Tunisia,0.08139834716469321
North_Morocco,Tunisia,0.0074752307976948965
Palestinian,Tunisia,0.015568715801161452
Peloponnese,Tunisia,0.02973756879491309
Russia,Tunisia,0.005536778627399568
Sahara,Tunisia,0.02836118797615086
Sardinia,Tunisia,0.05252521558743568
SE_Laconia,Tunisia,0.004133433495049147
Serbia,Tunisia,0.024389355757379227
Sicily,Tunisia,0.060977183270313214
South_Morocco,Tunisia,0.0074752307976948965
Tunisia,Tunisia,0.2265352940641343
Tuscany,Tunisia,0.03382161521751862
Yemenite,Tunisia,0.015033661567190413
Algeria,Tuscany,0.014126302696102154
Basque,Tuscany,0.026331071904509864
Bedouin,Tuscany,0.009996377054073354
Cappadocia,Tuscany,0.1097526300444458
Chuvash,Tuscany,0.009134476616157272
Crete,Tuscany,0.01805502957903121
Denmark,Tuscany,0.01937257434668303
Dodecanese,Tuscany,0.016626737510982696
Druze,Tuscany,0.010405614775022876
Rumelia,Tuscany,0.021636016125610315
Egypt,Tuscany,0.010464865790765157
Finland,Tuscany,0.010979787953296991
France,Tuscany,0.032603441561795884
Hungary,Tuscany,0.03398150938126702
Ireland,Tuscany,0.014994246506507955
Italy,Tuscany,0.1701650932104259
Libya,Tuscany,0.013502228779139258
Macedonia,Tuscany,0.02952214566348858
Mozabite,Tuscany,0.030149259626657095
North_Morocco,Tuscany,0.005449420611212618
Palestinian,Tuscany,0.010847098672902601
Peloponnese,Tuscany,0.022732607629982186
Russia,Tuscany,0.004704838267211524
Sahara,Tuscany,0.011180518956477767
Sardinia,Tuscany,0.06376330993713605
SE_Laconia,Tuscany,0.003151376118153628
Serbia,Tuscany,0.03461053904508046
Sicily,Tuscany,0.03761597771685458
South_Morocco,Tuscany,0.005449420611212618
Tunisia,Tuscany,0.024431151022303855
Tuscany,Tuscany,0.16363848815523627
Yemenite,Tuscany,0.010625844130273369
Algeria,Yemenite,0.008136969768826906
Basque,Yemenite,0.007336310425474755
Bedouin,Yemenite,0.09659219182088175
Cappadocia,Yemenite,0.011310569128212317
Chuvash,Yemenite,0.009141916818334282
Crete,Yemenite,0.02370937573700992
Denmark,Yemenite,0.007743703903753386
Dodecanese,Yemenite,0.02848087965609474
Druze,Yemenite,0.14856926696299588
Rumelia,Yemenite,0.018408626524263894
Egypt,Yemenite,0.03017017570945771
Finland,Yemenite,0.0071561464937453315
France,Yemenite,0.007760100346170268
Hungary,Yemenite,0.011726155211739142
Ireland,Yemenite,0.006107907038096993
Italy,Yemenite,0.01094825718110186
Libya,Yemenite,0.014564619938227654
Macedonia,Yemenite,0.015674052028021662
Mozabite,Yemenite,0.009278555270614419
North_Morocco,Yemenite,0.010381442802163679
Palestinian,Yemenite,0.25588625707877793
Peloponnese,Yemenite,0.01896987079822266
Russia,Yemenite,0.004582981182383971
Sahara,Yemenite,0.009339136255386585
Sardinia,Yemenite,0.010080790519339078
SE_Laconia,Yemenite,0.0023587048507082283
Serbia,Yemenite,0.013555259863636782
Sicily,Yemenite,0.012537839057130571
South_Morocco,Yemenite,0.010381442802163679
Tunisia,Yemenite,0.010506856227314397
Tuscany,Yemenite,0.01028068084880759
Yemenite,Yemenite,0.15832295775094196
